F1057,F1058,F116,F1165,F1166,F1323,F1495,F1497,F156,F158,F159,F1597,F1599,F160,F1602,F162,F1639,F1705,F1706,F1813,F1814,F1819,F1863,F1921,F1922,F1923,F1968,F2029,F2030,F2076,F2137,F2138,F2143,F2184,F2291,F2385,F2386,F2387,F2388,F2390,F2486,F2487,F2489,F2585,F267,F270,F2787,F2891,F3105,F3484,F3490,F3493,F3534,F3640,F3642,F3700,F3750,F3753,F3799,F3800,F3804,F3805,F3806,F3807,F3810,F3811,F3812,F3813,F3898,F3908,F469,F570,F60,F62,F64,F949,F950,F955,F996,F3886_Agri Adv,F3886_All Others,F3886_Corp Adv,F3886_Current,F3886_Gold Loan,F3886_HL,F3886_ML,F3886_MSME LA TDR,F3886_MSME Medium,F3886_MSME Micro,F3886_MSME Small,F3886_PL,F3886_Retail LA TDR,F3886_Retail Others,F3886_Savings,F3886_Staff Loans,F3886_Term Deposit
-0.21244162,-0.05274777,-0.008111918,0.007535227,-0.037273932,-0.07953819,0.010511753,0.005777457,0.112560846,-0.023705045,-0.058844607,-1.0142026,-0.45502183,-0.13766308,0.118643366,-0.098195225,-0.19727027,-0.3282558,-0.019113997,-0.09586749,-0.17984404,-0.027918834,0.11602678,-0.37892255,-0.22492938,-0.24258862,-0.1345024,-0.10685754,-0.034757726,-0.035203394,0.003079788,-0.011987596,-0.009891033,-0.027905842,0.020391768,-0.015410172,-0.05871457,-0.027390238,-0.0045623975,-0.04790996,-0.14465131,-0.026166925,-0.12201872,-0.21983914,-0.008336863,-0.3038386,0.019144235,-0.02415194,-0.022111729,-0.25013897,-0.18132657,-0.8939397,-0.375592,-0.67256916,-0.09142429,0.095412984,-0.015382472,0.11710592,-0.0047543934,0.006091597,0.01100035,0.09052018,0.04965759,-0.014394,0.07428731,0.19109876,0.065986484,0.004092929,-2.387015,0.14071761,0.022665609,-0.01954476,0.0050150966,-0.008849655,-0.055057026,-0.30490994,0.095115244,-0.07965086,0.0037170034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07561133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.105673596,-0.013297461,-0.09060709,-0.050707214,-0.081824295,-0.28641036,-0.10820994,-0.100632735,-0.971849,-0.14324151,-0.040141605,-0.17424601,-0.023758683,-0.33792275,-0.0061577307,-0.09731592,-0.10007663,-0.27962053,-0.01521522,-0.40764838,-0.06951083,-0.06427544,-0.95720816,-0.007567108,-0.002179717,0.00562166,0.020063875,-0.0028138105,-0.007740627,-0.013882728,-0.0023817464,-0.011987596,-0.0058098715,0.0015278918,-0.006578896,-0.016445175,0.0047365446,-0.024681512,0.04905018,0.0024881936,0.0118446,0.037695877,-0.010092594,-0.023277173,-0.039703663,-0.85815716,-0.24539301,-0.006571291,-0.033600453,-0.22510919,-0.22579053,-0.84381044,-0.26294264,-0.51004714,-0.16606265,0.09294065,-0.015565045,0.05880798,-0.016008677,0.0115296645,-0.02068131,0.02717932,-0.013183365,-0.036809318,0.10947909,0.0702317,0.045272034,-0.014493166,-2.4062304,-0.31786573,0.024428893,-0.006705464,0.003744376,-0.09453995,-0.122429244,-0.27592683,0.079392,-0.03687052,-0.10485378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045507763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0069944994,0.016904049,-0.020269241,-0.08486737,-0.03335638,-0.06912333,-0.0977128,0.005777457,0.0026459368,-0.0140437875,-0.035990104,-0.22811377,-0.03789914,-0.040765606,0.002530513,-0.13871653,0.13686022,-0.22567378,-0.014907435,-0.010020008,-0.023991395,-0.02792661,-0.118419304,-0.18038277,0.026526269,-0.04163298,-0.062466264,-0.0046947733,-0.024274185,-0.025151476,-0.0049753087,-0.037118044,-0.004614731,0.00277746,0.0012723859,0.33621094,0.088302754,0.066337086,0.08752767,-0.020948166,0.02781064,0.062218092,0.21169709,-0.018816413,0.00034637377,-1.3315368,0.02131979,-0.007274883,-0.040097542,-0.18271093,0.14515471,-0.71552014,-0.4227214,-0.66291946,-0.18178105,0.09862825,-0.05923004,0.027151302,-0.027992321,-0.29336426,-0.02068131,-0.35977674,-0.06572928,0.11829417,0.10671362,0.08392686,-0.29630628,-0.14927097,-2.8215663,0.11615197,0.03407901,0.033890553,0.0050150966,-0.13292554,-0.10042173,-0.058201913,0.06570591,-0.11195613,0.0026972378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039773613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1050562,-0.05749807,-0.09439844,-0.08930688,-0.033204317,-0.12754728,-0.037968565,0.012150284,-0.96310174,-0.11906672,-0.10738559,-0.15529789,-0.03371742,-0.007976675,0.14368105,-0.0989937,0.20378435,-0.31337354,-0.009547011,-0.075083755,-0.045167483,-0.018414559,0.10170424,-0.29945138,-0.14453141,-0.18963003,0.024128983,-0.10609734,-0.034757726,-0.011479018,-4.435866e-05,-0.011987596,-0.0054674633,0.0024613785,0.012663366,-0.21572128,-0.14294994,-0.054376733,-0.0550754,-0.051962692,-0.14275214,-0.058938347,-0.24794854,-0.023997493,-0.031751428,-0.3238517,0.019340264,-0.04337606,-0.012736475,-0.214347,0.03939305,-0.78182137,-0.30344102,-0.19167514,-0.0051641194,0.124996364,-0.008283949,-0.18664299,-0.031017419,0.012282722,-0.010253279,0.043249007,-0.09168833,-0.02957326,0.10790314,0.069847554,0.02966126,-0.009373672,-2.458892,0.15455717,0.025625035,0.0077254605,0.0050150966,-0.058664817,-0.054070257,-0.17855331,-0.42433804,-0.054400366,0.0031746654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0653007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04516372,0.03566303,-0.11442732,-0.017892689,0.023496186,-0.025940329,0.036199298,0.012150284,-0.04449004,-0.11832896,-0.12793857,-0.3010782,-0.30286995,-0.5647794,0.099804446,-0.12638804,-0.094702795,-0.041747283,-0.0053369934,0.037758682,-0.013119746,-0.012799372,0.008591445,0.12798528,0.000221667,-0.017680805,-0.010367889,0.040747307,0.004633019,-0.016321158,0.009808237,0.006176759,-0.009891033,0.0025929576,0.020906057,-0.08786731,0.022306748,0.012218606,-0.016576324,-0.013452549,0.0033426038,0.03723187,-0.0647241,-0.040554922,-0.039703663,-1.2106394,0.009398053,-0.0017196331,-0.00021983997,-0.45099178,-0.17300771,0.11836435,-0.14228953,0.05414934,-0.109061584,-0.9414974,-0.004885395,-0.080626056,-0.15686381,-0.2588722,0.015520528,-0.55797803,-0.20292741,0.0021715818,0.17991836,-0.5603559,-0.11444472,-0.06310674,-2.8882241,-0.49335718,0.030152988,-0.00081096217,-0.00021732342,-0.019870566,-0.15232548,-0.04453739,-0.13722253,-0.014543178,0.0040594074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030456064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0896389,-0.15633507,0.031095847,-0.078249566,-0.086662956,-0.042989656,-0.18368797,-0.21149509,0.005841823,-0.022639789,-0.0914725,-0.1758038,-0.030972002,-0.17765751,-0.015676992,-0.6354804,0.13361634,-0.2384347,-0.027701037,-0.005446275,-0.065531075,-0.048702512,-0.935658,0.03434148,0.0042279838,0.018499771,0.03144742,0.0035269759,0.0040528756,0.0025326407,-0.0017068018,0.0046411557,-0.0054674633,0.005213545,-0.017594978,0.023502568,0.04207667,-0.005300188,-0.042722996,0.20028846,0.030545123,-0.013386336,0.008697876,0.10957771,-0.011745911,-0.42882633,0.026016252,-0.14185001,0.022407014,-0.31895828,-0.21251708,0.23161013,-0.06460738,0.041793425,-0.050676823,0.099009246,0.0061221104,-0.27876925,0.005959493,-0.38410664,0.020762328,-0.37518984,-0.14340873,-0.027045311,0.19443302,0.14155354,0.013972731,-0.21135363,0.7376649,0.6140295,0.01969911,0.038816556,-0.06754494,-0.0074104955,-0.054003745,-0.07830055,0.09238495,-0.056260917,0.0023683608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060347114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00439087,-0.024454251,-0.045013383,-0.0033855056,-0.0069063036,0.0057060905,0.04251359,0.012150284,0.004404793,-0.014716286,-0.0561147,-0.2298375,-0.08365076,-0.32068285,0.14938197,-0.49140254,0.19761524,-0.37754345,-0.009547011,-0.07639722,-0.031039398,-0.043717686,0.020037962,-0.40167472,-0.19536857,-0.19339767,-0.0652497,-0.14808804,-0.031392526,-0.040020138,-0.0049753087,-0.038668968,-0.0054674633,0.0023101075,0.019303113,-0.02505887,0.017798971,-0.023332017,-0.022772241,-0.12679175,0.034686077,0.025699701,0.11367737,-0.024688007,-0.040422153,-1.1914569,0.020536968,0.032493416,0.02076376,-0.21951012,0.050823495,-0.71175545,0.016864562,0.049286157,-0.021660058,0.12467791,-0.010008266,-0.23069449,-0.03153291,0.010284185,0.0125675965,0.062235124,0.03063052,-0.0049608266,0.106983356,-0.025360499,0.042103436,0.02390986,-3.1530483,0.36319908,0.028666463,0.03255392,0.013348959,-0.07374731,-0.12808841,-0.019282946,-0.28382215,-0.01335195,0.0035035429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032884687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03133166,0.015176302,-0.09657711,-0.0028073569,0.006544337,-0.03651147,-0.14223047,0.012150284,-0.15300721,-0.14202115,-0.0154484995,-0.23329642,-0.33120516,-0.27893165,0.010859422,-0.08089736,0.19165798,-0.23755963,-0.014034131,-0.78579515,-0.10736029,-0.08685772,0.1150312,-0.73712236,-0.21490464,-0.20523138,-0.1364733,-0.26388294,-0.036351144,-0.045805156,-0.00787505,-0.038004633,0.008771357,-0.08543822,0.040419992,-0.018920101,-0.040542673,-0.020006692,-0.08598872,-0.030534256,0.009805578,0.01927061,0.0068931063,-0.010321881,-0.03922635,-1.17999,-0.23377645,0.019047916,0.0043934956,-0.2829943,0.06103181,-0.6315847,-0.02051024,0.037269283,-0.05075273,0.124847546,-0.010008266,-0.10159369,-0.044767957,0.0053296555,0.027407987,0.0044644773,0.024526875,-0.0049608266,0.16900939,0.011432532,0.049219117,-0.015062836,0.50227934,-0.77928656,0.022811428,-0.015420346,0.0050150966,0.0031259102,-0.12366215,-0.000380387,-0.2822726,-0.016626727,0.004045881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04931064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07067509,-0.07913835,0.018994993,-0.095785946,-0.06905268,-0.23176438,-0.13611236,0.012150284,-0.05115032,-0.17272165,-0.07016397,-0.61909866,-0.36635295,0.04959798,0.13342795,-0.06387778,-0.18435413,-0.28562713,0.00010715029,-0.09954477,-0.056263335,-0.027116057,-0.7658741,-0.2889803,0.075888634,-0.09920581,0.022381198,-0.11053234,-0.017994631,-0.013663891,0.003079788,-0.0013456617,-0.0058098715,0.0025929576,0.03529339,0.061493292,0.08587877,-0.028387524,0.1745096,-0.084406525,-0.098786235,0.091850884,-0.48508754,-0.050532684,-0.008336863,-0.37436724,0.013348553,-0.0598822,-0.026382314,-0.37961403,-0.14588267,0.17176938,-0.07893092,0.05073983,-0.04440022,0.06674129,0.0012841672,-0.29290092,-0.01125031,0.021235647,-0.19585508,0.12993391,0.14068587,-0.043911166,-0.8646834,-0.25440452,0.06853385,-0.013726239,-2.4422815,-0.3865798,-0.52213013,-0.096222445,-0.17706528,-0.07659368,-0.029429385,-0.3205249,-0.5908404,-0.101746954,-0.09894675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057496093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.06622591,-0.08283867,-0.03147931,0.00293885,-0.018475994,-0.004482623,-0.12267259,0.012150284,-1.2024356,-0.08412129,-0.034574293,-0.17243645,-0.024683503,0.05549519,-0.52379465,-0.09172918,-0.5155825,-0.23062679,-0.030470718,-0.009682237,-0.01963235,-0.024821676,-0.7517905,-0.60151994,-0.3529703,-0.16004966,0.017869182,-0.16753197,-0.053392787,0.0017413599,-4.435866e-05,-0.0074121635,-0.009891033,0.005213545,0.0034765534,-0.055886693,-0.097830035,-0.030058496,-0.18680288,-0.025236616,-0.04475072,-0.058938347,-0.16596672,-0.022228092,-0.007859549,-0.31944954,0.008038703,-0.022948965,-0.02095813,0.2500944,-0.090325855,-0.83262956,-0.22339585,0.15141223,0.030690726,-0.4096802,-0.008030972,-0.0041795485,-0.030152112,-0.1641982,-0.0035385694,-0.30415377,-0.11451088,-0.04131206,0.089174815,-0.004402478,0.034960907,-0.06332254,0.47990504,-0.46019614,-0.37292504,-0.023955857,-0.07189267,-0.04397285,-0.03607993,-0.09776635,-0.3313171,-0.034612875,0.0023683608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07743586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04066607,-0.052218188,-0.18835334,-0.00054060586,-0.0031411676,0.011660049,0.03535571,0.012150284,0.33276334,-0.1551795,-0.039550424,-0.8760154,-0.6833616,-0.44407162,-0.78028643,-0.48262566,0.23627903,-0.20799907,-0.014034131,-0.7583892,-0.10960666,-0.041962393,0.083460845,-0.65255326,-0.22492938,-0.19600323,-0.095930085,-0.23280467,-0.06015321,-0.025832761,-0.00787505,-0.038004633,0.026752938,-0.0953192,0.012579087,0.014153385,-0.0023992267,-0.023245513,0.17053023,-0.1830562,-0.062057637,-0.015668921,-0.16918024,-0.015569754,-0.012762223,-0.31576163,0.014373653,-0.047955006,-0.046389047,-0.085430235,0.17978512,-0.7154126,-0.209965,-0.069696926,-0.020004317,0.08777105,-0.021796511,-0.11564401,-0.0424785,0.0053296555,-0.19111267,-0.022753514,0.015045585,-0.006340539,-0.3511678,-0.06112485,0.04007896,-0.033152875,0.5484367,-0.050511055,-0.012766078,0.039957263,-0.20115353,-0.01304673,0.0053685135,-0.0014356243,0.07092234,-0.026099214,0.0037170034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.065281995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.13588631,-0.07056145,-0.016888984,-0.08153023,-0.027981335,-0.026602328,-0.18882647,0.012150284,0.0050630844,-0.020167615,-0.028817888,-0.15914208,-0.3970031,-0.17552286,-1.1984155,-0.10316451,-0.3548952,-0.019825248,-0.020483103,0.1011289,-0.072305046,0.0070817713,0.087850474,-0.5363839,-0.39755744,0.026075574,-0.25937092,-0.13500237,-0.021415576,-0.021191739,0.003079788,-0.0074121635,-0.0054674633,-0.08543822,-0.002896931,0.015529646,-0.045490198,0.0050720926,-0.03325964,-0.011894554,0.1026606,-0.007369465,-0.13203216,-0.017532017,-0.035535585,-0.34481096,0.019144235,-0.016940825,-0.028729355,-0.12481344,0.16916627,0.20527878,0.03925437,0.045486555,0.019857664,0.13806887,-0.007240278,0.07423502,0.033662066,-0.0071378266,-0.009907222,0.0672167,0.030186927,-0.03677876,0.07784132,-0.06150064,0.05720226,0.03569786,0.68109494,0.7364093,0.024968173,0.014969549,0.0050150966,-0.058664817,-0.06902426,-0.10924436,-0.4151187,-0.03687052,0.008520142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06745999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.043504722,0.052920975,-0.1167932,0.006657897,0.019442685,-0.029838808,0.035972405,0.012150284,-0.119458236,-0.1719343,-0.11317207,-0.21523444,-0.041670993,-0.4049228,0.15096278,-0.10763784,-0.43863386,-0.275999,-0.020881196,-0.03112934,-0.021363093,-0.026256295,0.11117231,-0.65838474,0.028936561,-0.20064576,0.023281889,-0.2572062,0.007800119,-0.0025791842,-0.010999197,-0.013604473,-0.009891033,0.005496395,-0.092340045,0.02564383,0.07779901,-0.041724607,-0.10085061,-0.02750396,-0.014324669,-0.025314083,-0.7057372,-0.017760115,-0.035535585,-0.3463368,0.012198625,-0.028381946,-0.06068874,-0.29081088,0.0064744656,-0.7579814,-0.00023448956,0.051125474,0.007952375,0.12183534,-0.021796511,-0.433017,-0.0626327,0.009545714,-0.0035385694,-0.42469573,-0.11840077,-0.006340539,0.11649306,0.027513344,0.037436664,0.005915721,0.5300978,-0.8925508,0.02396461,-0.31315705,0.013294099,-0.009203971,-0.003034424,-0.000380387,0.07409651,-0.02429792,0.0025201342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.065013506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.048083857,-0.04359776,0.02504155,-0.020237679,-0.04981876,-0.3318516,-0.14325531,0.010812268,-0.1454597,-0.019690312,-0.10448429,-0.1599744,-0.31024218,-0.44209504,-0.6624748,-0.06199186,0.24626863,0.04433972,0.015292138,-0.75801516,-0.034548786,-0.05607888,0.06876626,-0.67083275,0.09718345,-0.13609096,-0.14188601,-0.148437,-0.044826113,-0.047519226,-4.435866e-05,-0.0074121635,-0.004614731,-0.0953192,0.039948422,0.0013233181,0.048691384,0.008666725,-0.13542794,-0.012686617,-0.00511764,0.04098411,-0.120509304,-0.016190121,-0.04361516,-0.94497484,0.013785348,-0.109789446,-0.005054682,0.23702095,-0.104667895,-1.0726978,-0.020461103,0.1058428,-0.036262088,-0.4716427,0.0073930733,-0.16142423,-0.6055784,-0.1333302,-0.129475,-0.19098307,-0.09454066,-0.045976248,-0.80221283,0.00990605,-0.26566184,-0.31963962,0.41244274,-0.4238267,-0.008620251,-0.006968066,0.0068313708,-0.14724357,-0.21583205,-0.11349249,-0.029085435,-0.05373127,-0.07185201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052567888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.21425156,-0.076359466,0.035260443,-0.011357969,-0.1002782,-0.042950504,-0.049359765,0.012150284,-1.0008408,-0.16319193,-0.045368545,-0.35044217,-0.3955262,-0.15335469,-1.0952668,-0.098195225,-0.4534199,0.0146214,0.00010715029,0.11436795,0.010735857,0.004096967,0.08013784,-0.0020030641,0.014732399,0.0063793277,-0.07185453,-0.010297061,-0.0054195137,-0.033855386,-0.0010393125,-0.008620896,-0.009891033,-0.04011609,-0.0027192677,-0.035030954,-0.117624,-0.050276473,-0.044511825,-0.06390422,-0.10621161,-0.026166925,-0.18422501,-0.03473867,-0.008336863,-0.31678936,0.011029754,-0.05447317,-0.023221929,-0.2215055,0.04620813,-1.0294572,0.029447846,0.046835028,0.008838755,0.13104486,-0.010398637,-0.30384734,-0.008219068,-0.0048278784,0.0079829125,-0.014483703,0.018055497,-0.009029656,0.0498793,-0.32591695,0.034642372,-0.0036425106,-2.6129804,-0.49951088,0.026629996,-0.0084300395,0.013294099,-0.048221458,-0.057559274,-0.24076784,0.052531406,-0.07325445,0.008520142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06335405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11894116,0.048199497,-0.034146372,0.0043911464,0.07937192,0.0018748553,0.036435355,0.012150284,-0.14723368,-0.02032516,-0.027635522,-0.33382127,-0.03155194,0.047528706,0.048644952,-0.046395116,-0.1918872,-0.037781544,-0.0012619568,0.09991387,0.0046870452,0.009538664,0.025708815,0.068052836,0.007394442,0.009452287,-0.09154892,0.0021570362,0.007800119,-0.026278164,-0.011994151,-0.0044753705,-0.009891033,0.005213545,0.013832595,-0.045854434,-0.066583306,-0.03969791,-0.17825663,-0.037451666,0.07589895,-0.0068166037,-0.66372335,-0.015409818,0.0110395225,-0.30917004,0.012198625,-0.0836906,0.06340625,-0.32646123,-0.10793017,-0.9243911,0.0018090631,0.05244597,0.0035405857,0.11209347,-0.01118933,-0.2804807,0.012551695,0.008239619,0.012566211,0.0465318,0.029258253,0.0007918698,0.120496616,-0.18641405,0.03718606,0.0035109539,0.6914983,-1.0259231,-0.3546354,-0.19126242,-0.19779858,-0.0036564083,-0.0022367649,0.007636596,0.08224055,-0.01953567,0.008671916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049354557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.022185255,0.015106906,-0.08716644,-0.044315528,0.002844649,-0.02772208,0.026608406,0.005359737,-0.07428406,-0.13363788,-0.016506827,-0.204398,-0.019194797,0.05213465,0.13037682,-0.042374227,0.29002348,0.1303989,-0.0009035468,-0.6338149,-0.03774972,-0.034508176,-0.91619873,-0.3818011,-0.3532084,-0.09910768,0.020063875,-0.08513279,-0.02670639,-0.009455776,-0.010999197,-0.014268805,0.026752938,0.00277746,0.024784796,0.14081196,-0.04708261,0.029160507,-0.09496046,-0.044939615,-0.004895013,0.06598694,0.74691886,-0.024739986,0.009996366,-0.0031424693,0.016945465,0.007796135,0.0380103,0.030047655,0.08281744,-0.53202415,-0.374365,-0.48381305,-0.23546061,0.088037185,-0.05923004,0.004623237,-0.47453207,-0.113455504,-0.041288115,-0.32859677,-0.05485989,-0.0052834502,0.10413872,0.049924795,-0.066647105,-0.039017476,-2.2571049,-0.18703113,0.043689378,-0.26950043,0.012023378,-0.0571092,0.009039918,-0.059696056,0.0724056,-0.11195613,0.0036284656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051071685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07570511,0.09014687,-0.10035087,-0.029340375,0.064594984,-0.21327724,-0.15092516,0.010812268,-0.15442722,-0.10188275,-0.09473167,-0.25122923,-0.055861816,-0.08051859,0.021020645,-0.11346193,-0.1247199,-0.06737455,-0.020900277,0.03303332,-0.030216785,-0.024752451,-0.14118145,0.046653308,0.0042279838,0.008825852,0.021093171,0.04053253,0.01727251,0.0025326407,0.027787616,0.0032125749,-0.0054674633,0.005364816,-0.074656956,-0.14616725,-0.14624023,-0.04298281,-0.20953606,-0.23832504,0.043769408,-0.039991796,0.07212595,-0.01339551,-0.02518823,-0.28540677,0.0054283347,-0.01837489,-0.037451856,-0.40590283,0.06515343,0.21874958,-0.12762362,0.050541665,-0.09115717,-0.9587072,0.008627168,-0.05685735,-0.0320455,-0.28556928,0.020092014,-0.6650637,-0.17499831,-0.081893735,0.12010629,-0.005023415,-0.087121665,-0.08788757,0.6158792,-0.8442948,0.022861194,0.029983906,-0.00021732342,-0.035500426,-0.03657347,-0.031559102,-0.2551263,-0.082364604,-0.095255636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050453212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08478088,0.021114606,-0.099018306,0.006657897,0.059320714,-0.028185716,0.039326992,0.012150284,-0.15984553,-0.109889835,-0.0702073,-0.22061642,-0.04218926,-0.0015734084,0.032940254,-0.043423135,-0.13249473,-0.08018362,-0.020483103,-0.15765347,-0.02465769,-0.059969205,-0.2504816,0.07379113,0.006200856,0.009452287,0.022340935,0.014048318,-0.005011732,0.0027602422,-0.0126616405,-0.0044753705,-0.009891033,0.005364816,-0.0330337,-0.20173553,-0.1854043,-0.06209471,-0.18296777,-0.035340544,-0.11850758,-0.042182796,0.8379383,-0.002322043,-0.009500857,0.019468918,0.012394654,-0.006530689,-0.06548342,-0.25983608,0.06883742,-0.8756695,0.045122072,0.042301632,0.033233277,0.13418283,-0.0051255906,0.09038067,0.0089206025,0.009967739,0.015251396,0.047705717,0.010069429,0.0021715818,0.12591234,0.097615406,0.052475963,-0.014527718,0.69528085,-0.926519,0.040704537,-0.004341997,0.0050150966,-0.10454795,-0.022932319,0.005106988,0.0876067,-0.019974373,0.0074912333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.037529927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08420053,0.03438237,-0.0073726717,-0.0812166,0.037654046,-0.2743451,-0.1033631,-0.1916328,0.108910896,-0.0050601307,-0.057752144,-0.17218,-0.05761125,-0.14447142,-1.1281078,-0.108541116,0.23595902,-0.07202779,-0.0053369934,0.027129287,0.010012309,-0.0043754373,0.09135501,-0.29855374,0.00070795714,-0.2625628,-0.13517052,-0.07216792,0.00021354668,-0.035203394,-0.0013496522,-0.0017412832,0.026752938,-0.04011609,-0.08458553,-0.037462424,0.033459835,-0.040336095,-0.01649503,-0.008352147,-0.03336688,-0.02136818,0.012587895,0.081092186,-0.0360129,-0.32252476,0.011961048,-0.00797156,-0.027917475,-0.23876528,0.052489877,-0.9794523,0.010766702,0.03825604,-0.012050829,0.11723672,-0.010008266,-0.09441486,-0.39189127,-0.102394685,0.011786958,-0.38692388,-0.12648131,0.11331641,0.05209821,-0.07639186,-0.39670795,-0.14359778,-2.302301,0.044465613,0.025052268,0.006070289,-0.066639915,-0.026145697,-0.0438032,-0.21718563,-0.27025875,-0.014202049,-0.095255636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07083844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.12364456,-0.109853655,-0.03573451,-0.08153023,-0.17317455,-0.21346387,0.031295866,0.005777457,0.34041035,-0.010511462,-0.0390254,-0.42039323,-0.3167777,-0.18334042,0.14045127,-0.10585837,-0.44744802,-0.047139086,-0.020900277,0.032777015,-0.008677693,0.0066515394,0.09576054,0.029056296,-0.0076226667,0.009222275,0.022955941,0.00038041547,-0.0054195137,0.0017413599,-0.0010393125,-0.029076483,-0.009891033,0.0023884424,-0.073389575,-0.05728836,-0.015169349,-0.046155747,-0.12843685,-0.04388931,-0.03700374,-0.03197486,-0.0492167,-0.02210125,-0.007859549,-0.31673563,0.013915008,-0.051339507,-0.08585746,-0.1841305,-0.4470358,-0.8015118,-0.3018269,-0.6550586,-0.12149718,0.13822836,-0.015565045,0.092176914,-0.07549383,-0.039929513,-0.30119458,-0.43401217,-0.10681027,-0.020672787,-1.3074626,-0.3319146,-0.31346214,0.031687364,0.5092815,-0.26321486,0.026337933,-0.003012152,0.0050150966,-0.020540422,-0.05391185,-0.38068816,-0.64779496,-0.014894264,-0.095255636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07641266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.17382792,-0.12293866,-0.15173095,-0.00030065235,-0.14549328,-0.0619819,-0.055260506,0.012150284,-1.323554,-0.17267305,-0.088514015,-0.48147202,-0.24308023,-0.48630866,-0.05552641,-0.14470778,-0.057243105,-0.39222082,-0.020483103,-0.13222322,-0.076059416,-0.06734707,-0.8892703,0.041712653,0.017103475,0.0047627892,-0.044766814,0.004845551,0.0042252378,-0.031239662,-0.00568997,-0.029076483,-0.0054674633,0.005496395,-0.0667237,-0.009156489,0.07146073,0.03967352,0.1782187,0.03013414,0.095097974,-0.026166925,-0.023397384,-0.019543175,0.014164444,-0.3507045,0.014373653,-0.042950016,0.03254819,-0.24931745,0.07398267,0.17399012,0.020086566,0.04295203,-0.0017892609,0.079355545,-0.017686684,0.0028906153,0.005714307,0.023603166,0.028251885,0.087855674,0.11043155,-0.016162066,0.10300421,-0.2985978,0.030875642,-0.005224618,0.6368789,-0.8672174,0.02308137,-0.23330952,0.003744376,-0.027685514,-0.020635355,-0.22610882,-0.16207223,-0.08973612,0.0037170034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058225904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
